cohort_month,cohort_month_name,cohort_index,active_customers,total_customers,retention_rate
2021-11,"Nov 2021",6,4,115,3.48%
2021-11,"Nov 2021",7,3,115,2.61%
2021-11,"Nov 2021",8,2,115,1.74%
2021-11,"Nov 2021",9,2,115,1.74%
2021-11,"Nov 2021",10,1,115,0.87%
2021-11,"Nov 2021",11,5,115,4.35%
2021-11,"Nov 2021",12,5,115,4.35%
2021-11,"Nov 2021",13,3,115,2.61%
2021-11,"Nov 2021",14,4,115,3.48%
2021-11,"Nov 2021",15,4,115,3.48%
2021-11,"Nov 2021",16,4,115,3.48%
2021-11,"Nov 2021",17,5,115,4.35%
2021-11,"Nov 2021",18,4,115,3.48%
2021-11,"Nov 2021",19,3,115,2.61%
2021-11,"Nov 2021",20,3,115,2.61%
2021-11,"Nov 2021",21,5,115,4.35%
2021-11,"Nov 2021",22,1,115,0.87%
2021-11,"Nov 2021",23,2,115,1.74%
2021-11,"Nov 2021",24,1,115,0.87%
2021-11,"Nov 2021",25,1,115,0.87%
2021-11,"Nov 2021",26,2,115,1.74%
2021-11,"Nov 2021",27,1,115,0.87%
2021-11,"Nov 2021",28,5,115,4.35%
2021-11,"Nov 2021",29,2,115,1.74%
2021-11,"Nov 2021",30,4,115,3.48%
2021-11,"Nov 2021",32,3,115,2.61%
2021-11,"Nov 2021",34,7,115,6.09%
2021-11,"Nov 2021",35,5,115,4.35%
2021-11,"Nov 2021",36,2,115,1.74%
2021-11,"Nov 2021",37,4,115,3.48%
2021-11,"Nov 2021",38,6,115,5.22%
2021-11,"Nov 2021",39,3,115,2.61%
2021-11,"Nov 2021",40,2,115,1.74%
2021-11,"Nov 2021",41,1,115,0.87%
2021-12,"Dec 2021",0,130,130,100.00%
2021-12,"Dec 2021",1,3,130,2.31%
2021-12,"Dec 2021",2,3,130,2.31%
2021-12,"Dec 2021",3,4,130,3.08%
2021-12,"Dec 2021",4,4,130,3.08%
2021-12,"Dec 2021",5,2,130,1.54%
2021-12,"Dec 2021",6,3,130,2.31%
2021-12,"Dec 2021",7,6,130,4.62%
2021-12,"Dec 2021",8,1,130,0.77%
2021-12,"Dec 2021",9,7,130,5.38%
2021-12,"Dec 2021",10,1,130,0.77%
2021-12,"Dec 2021",11,2,130,1.54%
2021-12,"Dec 2021",13,6,130,4.62%
2021-12,"Dec 2021",14,2,130,1.54%
2021-12,"Dec 2021",15,4,130,3.08%
2021-12,"Dec 2021",16,3,130,2.31%
2021-12,"Dec 2021",17,3,130,2.31%
2021-12,"Dec 2021",18,3,130,2.31%
2021-12,"Dec 2021",19,4,130,3.08%
2021-12,"Dec 2021",20,6,130,4.62%
2021-12,"Dec 2021",21,5,130,3.85%
2021-12,"Dec 2021",22,2,130,1.54%
2021-12,"Dec 2021",23,2,130,1.54%
2021-12,"Dec 2021",24,3,130,2.31%
2021-12,"Dec 2021",25,4,130,3.08%
2021-12,"Dec 2021",26,2,130,1.54%
2021-12,"Dec 2021",28,3,130,2.31%
2021-12,"Dec 2021",29,3,130,2.31%
2021-12,"Dec 2021",30,2,130,1.54%
2021-12,"Dec 2021",31,8,130,6.15%
2021-12,"Dec 2021",32,2,130,1.54%
2021-12,"Dec 2021",33,1,130,0.77%
2021-12,"Dec 2021",34,2,130,1.54%
2021-12,"Dec 2021",35,2,130,1.54%
2021-12,"Dec 2021",36,6,130,4.62%
2021-12,"Dec 2021",37,3,130,2.31%
2021-12,"Dec 2021",38,5,130,3.85%
2021-12,"Dec 2021",39,5,130,3.85%
2021-12,"Dec 2021",40,4,130,3.08%
2022-01,"Jan 2022",0,127,127,100.00%
2022-01,"Jan 2022",1,4,127,3.15%
2022-01,"Jan 2022",2,4,127,3.15%
2022-01,"Jan 2022",3,2,127,1.57%
2022-01,"Jan 2022",4,3,127,2.36%
2022-01,"Jan 2022",5,2,127,1.57%
2022-01,"Jan 2022",6,1,127,0.79%
2022-01,"Jan 2022",7,3,127,2.36%
2022-01,"Jan 2022",8,4,127,3.15%
2022-01,"Jan 2022",9,4,127,3.15%
2022-01,"Jan 2022",10,3,127,2.36%
2022-01,"Jan 2022",11,2,127,1.57%
2022-01,"Jan 2022",12,3,127,2.36%
2022-01,"Jan 2022",13,1,127,0.79%
2022-01,"Jan 2022",14,1,127,0.79%
2022-01,"Jan 2022",15,4,127,3.15%
2022-01,"Jan 2022",16,2,127,1.57%
2022-01,"Jan 2022",17,4,127,3.15%
2022-01,"Jan 2022",18,6,127,4.72%
2022-01,"Jan 2022",19,7,127,5.51%
2022-01,"Jan 2022",20,1,127,0.79%
2022-01,"Jan 2022",21,4,127,3.15%
2022-01,"Jan 2022",22,5,127,3.94%
2022-01,"Jan 2022",23,4,127,3.15%
2022-01,"Jan 2022",25,1,127,0.79%
2022-01,"Jan 2022",26,6,127,4.72%
2022-01,"Jan 2022",27,4,127,3.15%
2022-01,"Jan 2022",28,1,127,0.79%
2022-01,"Jan 2022",29,3,127,2.36%
2022-01,"Jan 2022",30,3,127,2.36%
2022-01,"Jan 2022",31,3,127,2.36%
2022-01,"Jan 2022",32,7,127,5.51%
2022-01,"Jan 2022",33,1,127,0.79%
2022-01,"Jan 2022",34,4,127,3.15%
2022-01,"Jan 2022",35,5,127,3.94%
2022-01,"Jan 2022",36,2,127,1.57%
2022-01,"Jan 2022",37,3,127,2.36%
2022-01,"Jan 2022",38,4,127,3.15%
2022-01,"Jan 2022",39,1,127,0.79%
2022-02,"Feb 2022",0,119,119,100.00%
2022-02,"Feb 2022",1,5,119,4.20%
2022-02,"Feb 2022",2,5,119,4.20%
2022-02,"Feb 2022",3,3,119,2.52%
2022-02,"Feb 2022",4,2,119,1.68%
2022-02,"Feb 2022",5,2,119,1.68%
2022-02,"Feb 2022",6,4,119,3.36%
2022-02,"Feb 2022",7,1,119,0.84%
2022-02,"Feb 2022",8,3,119,2.52%
2022-02,"Feb 2022",9,3,119,2.52%
2022-02,"Feb 2022",10,3,119,2.52%
2022-02,"Feb 2022",11,3,119,2.52%
2022-02,"Feb 2022",12,2,119,1.68%
2022-02,"Feb 2022",13,7,119,5.88%
2022-02,"Feb 2022",14,1,119,0.84%
2022-02,"Feb 2022",15,4,119,3.36%
2022-02,"Feb 2022",16,3,119,2.52%
2022-02,"Feb 2022",17,12,119,10.08%
2022-02,"Feb 2022",18,1,119,0.84%
2022-02,"Feb 2022",19,1,119,0.84%
2022-02,"Feb 2022",20,5,119,4.20%
2022-02,"Feb 2022",21,1,119,0.84%
2022-02,"Feb 2022",22,2,119,1.68%
2022-02,"Feb 2022",23,5,119,4.20%
2022-02,"Feb 2022",24,4,119,3.36%
2022-02,"Feb 2022",25,5,119,4.20%
2022-02,"Feb 2022",26,6,119,5.04%
2022-02,"Feb 2022",27,4,119,3.36%
2022-02,"Feb 2022",28,2,119,1.68%
2022-02,"Feb 2022",29,3,119,2.52%
2022-02,"Feb 2022",30,4,119,3.36%
2022-02,"Feb 2022",31,3,119,2.52%
2022-02,"Feb 2022",32,5,119,4.20%
2022-02,"Feb 2022",34,2,119,1.68%
2022-02,"Feb 2022",35,1,119,0.84%
2022-02,"Feb 2022",36,2,119,1.68%
2022-02,"Feb 2022",37,3,119,2.52%
2022-03,"Mar 2022",0,120,120,100.00%
2022-03,"Mar 2022",1,1,120,0.83%
2022-03,"Mar 2022",2,3,120,2.50%
2022-03,"Mar 2022",3,2,120,1.67%
2022-03,"Mar 2022",4,2,120,1.67%
2022-03,"Mar 2022",5,5,120,4.17%
2022-03,"Mar 2022",6,5,120,4.17%
2022-03,"Mar 2022",7,2,120,1.67%
2022-03,"Mar 2022",8,1,120,0.83%
2022-03,"Mar 2022",9,3,120,2.50%
2022-03,"Mar 2022",10,4,120,3.33%
2022-03,"Mar 2022",11,4,120,3.33%
2022-03,"Mar 2022",12,2,120,1.67%
2022-03,"Mar 2022",13,5,120,4.17%
2022-03,"Mar 2022",14,5,120,4.17%
2022-03,"Mar 2022",15,3,120,2.50%
2022-03,"Mar 2022",16,3,120,2.50%
2022-03,"Mar 2022",17,3,120,2.50%
2022-03,"Mar 2022",18,2,120,1.67%
2022-03,"Mar 2022",19,6,120,5.00%
2022-03,"Mar 2022",20,4,120,3.33%
2022-03,"Mar 2022",21,3,120,2.50%
2022-03,"Mar 2022",22,5,120,4.17%
2022-03,"Mar 2022",23,6,120,5.00%
2022-03,"Mar 2022",24,5,120,4.17%
2022-03,"Mar 2022",25,2,120,1.67%
2022-03,"Mar 2022",26,3,120,2.50%
2022-03,"Mar 2022",27,2,120,1.67%
2022-03,"Mar 2022",28,4,120,3.33%
2022-03,"Mar 2022",29,1,120,0.83%
2022-03,"Mar 2022",30,2,120,1.67%
2022-03,"Mar 2022",31,4,120,3.33%
2022-03,"Mar 2022",32,5,120,4.17%
2022-03,"Mar 2022",33,6,120,5.00%
2022-03,"Mar 2022",34,6,120,5.00%
2022-03,"Mar 2022",35,1,120,0.83%
2022-03,"Mar 2022",36,5,120,4.17%
2022-03,"Mar 2022",37,1,120,0.83%
2022-04,"Apr 2022",0,110,110,100.00%
2022-04,"Apr 2022",1,1,110,0.91%
2022-04,"Apr 2022",2,2,110,1.82%
2022-04,"Apr 2022",3,1,110,0.91%
2022-04,"Apr 2022",4,1,110,0.91%
2022-04,"Apr 2022",5,3,110,2.73%
2022-04,"Apr 2022",6,3,110,2.73%
2022-04,"Apr 2022",7,5,110,4.55%
2022-04,"Apr 2022",9,4,110,3.64%
2022-04,"Apr 2022",10,1,110,0.91%
2022-04,"Apr 2022",11,3,110,2.73%
2022-04,"Apr 2022",12,2,110,1.82%
2022-04,"Apr 2022",13,6,110,5.45%
2022-04,"Apr 2022",14,1,110,0.91%
2022-04,"Apr 2022",15,2,110,1.82%
2022-04,"Apr 2022",16,2,110,1.82%
2022-04,"Apr 2022",17,1,110,0.91%
2022-04,"Apr 2022",18,2,110,1.82%
2022-04,"Apr 2022",19,6,110,5.45%
2022-04,"Apr 2022",20,2,110,1.82%
2022-04,"Apr 2022",21,1,110,0.91%
2022-04,"Apr 2022",22,1,110,0.91%
2022-04,"Apr 2022",23,5,110,4.55%
2022-04,"Apr 2022",24,3,110,2.73%
2022-04,"Apr 2022",25,2,110,1.82%
2022-04,"Apr 2022",27,3,110,2.73%
2022-04,"Apr 2022",28,3,110,2.73%
2022-04,"Apr 2022",29,2,110,1.82%
2022-04,"Apr 2022",30,1,110,0.91%
2022-04,"Apr 2022",31,2,110,1.82%
2022-04,"Apr 2022",32,3,110,2.73%
2022-04,"Apr 2022",33,5,110,4.55%
2022-04,"Apr 2022",34,2,110,1.82%
2022-04,"Apr 2022",35,9,110,8.18%
2022-05,"May 2022",0,120,120,100.00%
2022-05,"May 2022",1,3,120,2.50%
2022-05,"May 2022",2,4,120,3.33%
2022-05,"May 2022",3,2,120,1.67%
2022-05,"May 2022",4,4,120,3.33%
2022-05,"May 2022",5,2,120,1.67%
2022-05,"May 2022",6,2,120,1.67%
2022-05,"May 2022",7,1,120,0.83%
2022-05,"May 2022",8,3,120,2.50%
2022-05,"May 2022",9,3,120,2.50%
2022-05,"May 2022",10,4,120,3.33%
2022-05,"May 2022",11,3,120,2.50%
2022-05,"May 2022",12,1,120,0.83%
2022-05,"May 2022",13,4,120,3.33%
2022-05,"May 2022",14,1,120,0.83%
2022-05,"May 2022",15,3,120,2.50%
2022-05,"May 2022",16,2,120,1.67%
2022-05,"May 2022",17,1,120,0.83%
2022-05,"May 2022",18,5,120,4.17%
2022-05,"May 2022",20,2,120,1.67%
2022-05,"May 2022",21,3,120,2.50%
2022-05,"May 2022",22,8,120,6.67%
2022-05,"May 2022",23,2,120,1.67%
2022-05,"May 2022",24,4,120,3.33%
2022-05,"May 2022",25,1,120,0.83%
2022-05,"May 2022",26,3,120,2.50%
2022-05,"May 2022",27,5,120,4.17%
2022-05,"May 2022",28,2,120,1.67%
2022-05,"May 2022",29,4,120,3.33%
2022-05,"May 2022",30,4,120,3.33%
2022-05,"May 2022",31,4,120,3.33%
2022-05,"May 2022",32,7,120,5.83%
2022-05,"May 2022",33,3,120,2.50%
2022-05,"May 2022",35,2,120,1.67%
2022-06,"Jun 2022",0,120,120,100.00%
2022-06,"Jun 2022",1,1,120,0.83%
2022-06,"Jun 2022",2,1,120,0.83%
2022-06,"Jun 2022",3,1,120,0.83%
2022-06,"Jun 2022",4,3,120,2.50%
2022-06,"Jun 2022",5,3,120,2.50%
2022-06,"Jun 2022",6,1,120,0.83%
2022-06,"Jun 2022",7,1,120,0.83%
2022-06,"Jun 2022",8,2,120,1.67%
2022-06,"Jun 2022",9,4,120,3.33%
2022-06,"Jun 2022",10,7,120,5.83%
2022-06,"Jun 2022",11,2,120,1.67%
2022-06,"Jun 2022",12,6,120,5.00%
2022-06,"Jun 2022",13,2,120,1.67%
2022-06,"Jun 2022",14,4,120,3.33%
2022-06,"Jun 2022",15,2,120,1.67%
2022-06,"Jun 2022",16,4,120,3.33%
2022-06,"Jun 2022",17,1,120,0.83%
2022-06,"Jun 2022",18,3,120,2.50%
2022-06,"Jun 2022",19,4,120,3.33%
2022-06,"Jun 2022",20,5,120,4.17%
2022-06,"Jun 2022",21,2,120,1.67%
2022-06,"Jun 2022",22,2,120,1.67%
2022-06,"Jun 2022",23,2,120,1.67%
2022-06,"Jun 2022",24,3,120,2.50%
2022-06,"Jun 2022",25,5,120,4.17%
2022-06,"Jun 2022",26,4,120,3.33%
2022-06,"Jun 2022",27,2,120,1.67%
2022-06,"Jun 2022",28,1,120,0.83%
2022-06,"Jun 2022",29,3,120,2.50%
2022-06,"Jun 2022",30,4,120,3.33%
2022-06,"Jun 2022",31,3,120,2.50%
2022-06,"Jun 2022",32,3,120,2.50%
2022-06,"Jun 2022",33,1,120,0.83%
2022-06,"Jun 2022",34,2,120,1.67%
2022-07,"Jul 2022",0,118,118,100.00%
2022-07,"Jul 2022",1,6,118,5.08%
2022-07,"Jul 2022",2,2,118,1.69%
2022-07,"Jul 2022",3,5,118,4.24%
2022-07,"Jul 2022",4,2,118,1.69%
2022-07,"Jul 2022",6,5,118,4.24%
2022-07,"Jul 2022",7,3,118,2.54%
2022-07,"Jul 2022",8,4,118,3.39%
2022-07,"Jul 2022",9,3,118,2.54%
2022-07,"Jul 2022",10,2,118,1.69%
2022-07,"Jul 2022",11,2,118,1.69%
2022-07,"Jul 2022",12,1,118,0.85%
2022-07,"Jul 2022",13,5,118,4.24%
2022-07,"Jul 2022",14,2,118,1.69%
2022-07,"Jul 2022",15,3,118,2.54%
2022-07,"Jul 2022",16,4,118,3.39%
2022-07,"Jul 2022",17,5,118,4.24%
2022-07,"Jul 2022",18,4,118,3.39%
2022-07,"Jul 2022",20,2,118,1.69%
2022-07,"Jul 2022",21,1,118,0.85%
2022-07,"Jul 2022",22,3,118,2.54%
2022-07,"Jul 2022",23,2,118,1.69%
2022-07,"Jul 2022",24,4,118,3.39%
2022-07,"Jul 2022",25,4,118,3.39%
2022-07,"Jul 2022",26,5,118,4.24%
2022-07,"Jul 2022",27,4,118,3.39%
2022-07,"Jul 2022",28,3,118,2.54%
2022-07,"Jul 2022",29,3,118,2.54%
2022-07,"Jul 2022",30,6,118,5.08%
2022-07,"Jul 2022",31,1,118,0.85%
2022-07,"Jul 2022",32,2,118,1.69%
2022-08,"Aug 2022",0,111,111,100.00%
2022-08,"Aug 2022",1,3,111,2.70%
2022-08,"Aug 2022",2,7,111,6.31%
2022-08,"Aug 2022",3,2,111,1.80%
2022-08,"Aug 2022",4,3,111,2.70%
2022-08,"Aug 2022",5,7,111,6.31%
2022-08,"Aug 2022",6,3,111,2.70%
2022-08,"Aug 2022",7,3,111,2.70%
2022-08,"Aug 2022",8,3,111,2.70%
2022-08,"Aug 2022",9,1,111,0.90%
2022-08,"Aug 2022",10,5,111,4.50%
2022-08,"Aug 2022",11,2,111,1.80%
2022-08,"Aug 2022",12,3,111,2.70%
2022-08,"Aug 2022",13,6,111,5.41%
2022-08,"Aug 2022",14,7,111,6.31%
2022-08,"Aug 2022",15,3,111,2.70%
2022-08,"Aug 2022",16,3,111,2.70%
2022-08,"Aug 2022",17,5,111,4.50%
2022-08,"Aug 2022",18,4,111,3.60%
2022-08,"Aug 2022",19,3,111,2.70%
2022-08,"Aug 2022",20,1,111,0.90%
2022-08,"Aug 2022",21,4,111,3.60%
2022-08,"Aug 2022",22,1,111,0.90%
2022-08,"Aug 2022",23,2,111,1.80%
2022-08,"Aug 2022",24,2,111,1.80%
2022-08,"Aug 2022",25,2,111,1.80%
2022-08,"Aug 2022",26,6,111,5.41%
2022-08,"Aug 2022",27,4,111,3.60%
2022-08,"Aug 2022",28,2,111,1.80%
2022-08,"Aug 2022",29,5,111,4.50%
2022-08,"Aug 2022",30,1,111,0.90%
2022-08,"Aug 2022",31,3,111,2.70%
2022-08,"Aug 2022",32,2,111,1.80%
2022-09,"Sep 2022",0,104,104,100.00%
2022-09,"Sep 2022",1,2,104,1.92%
2022-09,"Sep 2022",2,1,104,0.96%
2022-09,"Sep 2022",3,3,104,2.88%
2022-09,"Sep 2022",4,3,104,2.88%
2022-09,"Sep 2022",5,2,104,1.92%
2022-09,"Sep 2022",6,2,104,1.92%
2022-09,"Sep 2022",7,3,104,2.88%
2022-09,"Sep 2022",8,2,104,1.92%
2022-09,"Sep 2022",9,1,104,0.96%
2022-09,"Sep 2022",10,3,104,2.88%
2022-09,"Sep 2022",11,3,104,2.88%
2022-09,"Sep 2022",12,3,104,2.88%
2022-09,"Sep 2022",14,1,104,0.96%
2022-09,"Sep 2022",15,1,104,0.96%
2022-09,"Sep 2022",16,1,104,0.96%
2022-09,"Sep 2022",17,2,104,1.92%
2022-09,"Sep 2022",18,3,104,2.88%
2022-09,"Sep 2022",19,1,104,0.96%
2022-09,"Sep 2022",20,4,104,3.85%
2022-09,"Sep 2022",21,4,104,3.85%
2022-09,"Sep 2022",22,4,104,3.85%
2022-09,"Sep 2022",23,2,104,1.92%
2022-09,"Sep 2022",25,3,104,2.88%
2022-09,"Sep 2022",26,1,104,0.96%
2022-09,"Sep 2022",27,1,104,0.96%
2022-09,"Sep 2022",28,4,104,3.85%
2022-09,"Sep 2022",29,1,104,0.96%
2022-09,"Sep 2022",31,2,104,1.92%
2022-10,"Oct 2022",0,92,92,100.00%
2022-10,"Oct 2022",2,1,92,1.09%
2022-10,"Oct 2022",3,1,92,1.09%
2022-10,"Oct 2022",4,2,92,2.17%
2022-10,"Oct 2022",5,7,92,7.61%
2022-10,"Oct 2022",6,2,92,2.17%
2022-10,"Oct 2022",7,3,92,3.26%
2022-10,"Oct 2022",8,2,92,2.17%
2022-10,"Oct 2022",9,2,92,2.17%
2022-10,"Oct 2022",10,6,92,6.52%
2022-10,"Oct 2022",11,6,92,6.52%
2022-10,"Oct 2022",12,4,92,4.35%
2022-10,"Oct 2022",13,3,92,3.26%
2022-10,"Oct 2022",14,3,92,3.26%
2022-10,"Oct 2022",15,3,92,3.26%
2022-10,"Oct 2022",16,1,92,1.09%
2022-10,"Oct 2022",17,4,92,4.35%
2022-10,"Oct 2022",19,2,92,2.17%
2022-10,"Oct 2022",20,1,92,1.09%
2022-10,"Oct 2022",21,3,92,3.26%
2022-10,"Oct 2022",22,3,92,3.26%
2022-10,"Oct 2022",23,3,92,3.26%
2022-10,"Oct 2022",25,3,92,3.26%
2022-10,"Oct 2022",26,2,92,2.17%
2022-10,"Oct 2022",27,1,92,1.09%
2022-10,"Oct 2022",28,2,92,2.17%
2022-10,"Oct 2022",29,2,92,2.17%
2022-11,"Nov 2022",0,99,99,100.00%
2022-11,"Nov 2022",1,1,99,1.01%
2022-11,"Nov 2022",2,5,99,5.05%
2022-11,"Nov 2022",3,1,99,1.01%
2022-11,"Nov 2022",4,6,99,6.06%
2022-11,"Nov 2022",5,3,99,3.03%
2022-11,"Nov 2022",6,2,99,2.02%
2022-11,"Nov 2022",7,5,99,5.05%
2022-11,"Nov 2022",8,6,99,6.06%
2022-11,"Nov 2022",10,4,99,4.04%
2022-11,"Nov 2022",11,3,99,3.03%
2022-11,"Nov 2022",12,2,99,2.02%
2022-11,"Nov 2022",13,3,99,3.03%
2022-11,"Nov 2022",14,2,99,2.02%
2022-11,"Nov 2022",15,4,99,4.04%
2022-11,"Nov 2022",16,2,99,2.02%
2022-11,"Nov 2022",18,6,99,6.06%
2022-11,"Nov 2022",19,4,99,4.04%
2022-11,"Nov 2022",21,2,99,2.02%
2022-11,"Nov 2022",22,3,99,3.03%
2022-11,"Nov 2022",23,3,99,3.03%
2022-11,"Nov 2022",24,4,99,4.04%
2022-11,"Nov 2022",25,4,99,4.04%
2022-11,"Nov 2022",26,5,99,5.05%
2022-11,"Nov 2022",27,3,99,3.03%
2022-11,"Nov 2022",28,4,99,4.04%
2022-11,"Nov 2022",29,2,99,2.02%
2022-12,"Dec 2022",0,80,80,100.00%
2022-12,"Dec 2022",2,3,80,3.75%
2022-12,"Dec 2022",3,2,80,2.50%
2022-12,"Dec 2022",4,2,80,2.50%
2022-12,"Dec 2022",5,1,80,1.25%
2022-12,"Dec 2022",6,3,80,3.75%
2022-12,"Dec 2022",7,1,80,1.25%
2022-12,"Dec 2022",8,3,80,3.75%
2022-12,"Dec 2022",9,7,80,8.75%
2022-12,"Dec 2022",10,3,80,3.75%
2022-12,"Dec 2022",11,2,80,2.50%
2022-12,"Dec 2022",12,2,80,2.50%
2022-12,"Dec 2022",13,1,80,1.25%
2022-12,"Dec 2022",15,1,80,1.25%
2022-12,"Dec 2022",17,2,80,2.50%
2022-12,"Dec 2022",18,2,80,2.50%
2022-12,"Dec 2022",19,2,80,2.50%
2022-12,"Dec 2022",20,2,80,2.50%
2022-12,"Dec 2022",22,2,80,2.50%
2022-12,"Dec 2022",24,3,80,3.75%
2022-12,"Dec 2022",25,1,80,1.25%
2022-12,"Dec 2022",26,3,80,3.75%
2022-12,"Dec 2022",27,3,80,3.75%
2022-12,"Dec 2022",28,2,80,2.50%
2023-01,"Jan 2023",0,99,99,100.00%
2023-01,"Jan 2023",1,2,99,2.02%
2023-01,"Jan 2023",2,1,99,1.01%
2023-01,"Jan 2023",3,2,99,2.02%
2023-01,"Jan 2023",4,4,99,4.04%
2023-01,"Jan 2023",5,4,99,4.04%
2023-01,"Jan 2023",6,5,99,5.05%
2023-01,"Jan 2023",7,2,99,2.02%
2023-01,"Jan 2023",9,4,99,4.04%
2023-01,"Jan 2023",10,2,99,2.02%
2023-01,"Jan 2023",11,1,99,1.01%
2023-01,"Jan 2023",12,1,99,1.01%
2023-01,"Jan 2023",13,3,99,3.03%
2023-01,"Jan 2023",14,3,99,3.03%
2023-01,"Jan 2023",15,3,99,3.03%
2023-01,"Jan 2023",16,2,99,2.02%
2023-01,"Jan 2023",17,1,99,1.01%
2023-01,"Jan 2023",18,2,99,2.02%
2023-01,"Jan 2023",19,4,99,4.04%
2023-01,"Jan 2023",20,2,99,2.02%
2023-01,"Jan 2023",21,4,99,4.04%
2023-01,"Jan 2023",22,4,99,4.04%
2023-01,"Jan 2023",23,5,99,5.05%
2023-01,"Jan 2023",24,2,99,2.02%
2023-01,"Jan 2023",25,3,99,3.03%
2023-01,"Jan 2023",26,1,99,1.01%
2023-01,"Jan 2023",27,1,99,1.01%
2023-02,"Feb 2023",0,94,94,100.00%
2023-02,"Feb 2023",1,2,94,2.13%
2023-02,"Feb 2023",2,5,94,5.32%
2023-02,"Feb 2023",3,4,94,4.26%
2023-02,"Feb 2023",4,3,94,3.19%
2023-02,"Feb 2023",5,1,94,1.06%
2023-02,"Feb 2023",6,4,94,4.26%
2023-02,"Feb 2023",7,5,94,5.32%
2023-02,"Feb 2023",8,2,94,2.13%
2023-02,"Feb 2023",9,3,94,3.19%
2023-02,"Feb 2023",11,2,94,2.13%
2023-02,"Feb 2023",12,2,94,2.13%
2023-02,"Feb 2023",14,1,94,1.06%
2023-02,"Feb 2023",15,2,94,2.13%
2023-02,"Feb 2023",16,1,94,1.06%
2023-02,"Feb 2023",17,1,94,1.06%
2023-02,"Feb 2023",18,2,94,2.13%
2023-02,"Feb 2023",19,2,94,2.13%
2023-02,"Feb 2023",20,3,94,3.19%
2023-02,"Feb 2023",22,2,94,2.13%
2023-02,"Feb 2023",23,1,94,1.06%
2023-02,"Feb 2023",24,3,94,3.19%
2023-02,"Feb 2023",25,3,94,3.19%
2023-02,"Feb 2023",26,1,94,1.06%
2023-03,"Mar 2023",0,82,82,100.00%
2023-03,"Mar 2023",1,1,82,1.22%
2023-03,"Mar 2023",2,3,82,3.66%
2023-03,"Mar 2023",3,3,82,3.66%
2023-03,"Mar 2023",4,1,82,1.22%
2023-03,"Mar 2023",5,3,82,3.66%
2023-03,"Mar 2023",6,2,82,2.44%
2023-03,"Mar 2023",7,2,82,2.44%
2023-03,"Mar 2023",8,2,82,2.44%
2023-03,"Mar 2023",9,4,82,4.88%
2023-03,"Mar 2023",10,1,82,1.22%
2023-03,"Mar 2023",11,3,82,3.66%
2023-03,"Mar 2023",12,2,82,2.44%
2023-03,"Mar 2023",13,1,82,1.22%
2023-03,"Mar 2023",14,3,82,3.66%
2023-03,"Mar 2023",15,1,82,1.22%
2023-03,"Mar 2023",16,1,82,1.22%
2023-03,"Mar 2023",17,1,82,1.22%
2023-03,"Mar 2023",18,1,82,1.22%
2023-03,"Mar 2023",19,2,82,2.44%
2023-03,"Mar 2023",21,1,82,1.22%
2023-03,"Mar 2023",23,1,82,1.22%
2023-03,"Mar 2023",24,3,82,3.66%
2023-03,"Mar 2023",25,2,82,2.44%
2023-04,"Apr 2023",0,85,85,100.00%
2023-04,"Apr 2023",1,3,85,3.53%
2023-04,"Apr 2023",2,2,85,2.35%
2023-04,"Apr 2023",4,4,85,4.71%
2023-04,"Apr 2023",5,2,85,2.35%
2023-04,"Apr 2023",6,2,85,2.35%
2023-04,"Apr 2023",7,2,85,2.35%
2023-04,"Apr 2023",8,3,85,3.53%
2023-04,"Apr 2023",9,2,85,2.35%
2023-04,"Apr 2023",10,1,85,1.18%
2023-04,"Apr 2023",11,3,85,3.53%
2023-04,"Apr 2023",13,3,85,3.53%
2023-04,"Apr 2023",14,3,85,3.53%
2023-04,"Apr 2023",15,2,85,2.35%
2023-04,"Apr 2023",17,1,85,1.18%
2023-04,"Apr 2023",18,4,85,4.71%
2023-04,"Apr 2023",19,3,85,3.53%
2023-04,"Apr 2023",20,3,85,3.53%
2023-04,"Apr 2023",21,1,85,1.18%
2023-04,"Apr 2023",24,1,85,1.18%
2023-05,"May 2023",0,83,83,100.00%
2023-05,"May 2023",1,2,83,2.41%
2023-05,"May 2023",2,1,83,1.20%
2023-05,"May 2023",3,1,83,1.20%
2023-05,"May 2023",4,2,83,2.41%
2023-05,"May 2023",5,4,83,4.82%
2023-05,"May 2023",6,4,83,4.82%
2023-05,"May 2023",7,2,83,2.41%
2023-05,"May 2023",9,2,83,2.41%
2023-05,"May 2023",10,2,83,2.41%
2023-05,"May 2023",11,1,83,1.20%
2023-05,"May 2023",12,4,83,4.82%
2023-05,"May 2023",13,4,83,4.82%
2023-05,"May 2023",14,3,83,3.61%
2023-05,"May 2023",15,1,83,1.20%
2023-05,"May 2023",16,3,83,3.61%
2023-05,"May 2023",18,3,83,3.61%
2023-05,"May 2023",19,1,83,1.20%
2023-05,"May 2023",20,5,83,6.02%
2023-05,"May 2023",21,2,83,2.41%
2023-06,"Jun 2023",0,64,64,100.00%
2023-06,"Jun 2023",1,1,64,1.56%
2023-06,"Jun 2023",2,4,64,6.25%
2023-06,"Jun 2023",3,2,64,3.13%
2023-06,"Jun 2023",6,1,64,1.56%
2023-06,"Jun 2023",7,2,64,3.13%
2023-06,"Jun 2023",8,1,64,1.56%
2023-06,"Jun 2023",10,1,64,1.56%
2023-06,"Jun 2023",11,2,64,3.13%
2023-06,"Jun 2023",12,3,64,4.69%
